SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SASTASUNDR,EQ,289.95,295.1,284,288.55,290.95,284.95,24833,7173589.5,24-Nov-22,1477,INE019J01013
SATIA,EQ,152.55,152.55,145,146.25,146.4,151.85,313951,46316041.8,24-Nov-22,4072,INE170E01023
SATIN,EQ,130.2,130.2,123.1,124.8,125,127.45,223300,28043787.25,24-Nov-22,3306,INE836B01017
SATINDLTD,EQ,60.5,64,59,60.3,59.8,59.65,902732,55734715.45,24-Nov-22,5514,INE065D01027
SBC,EQ,10.35,10.85,10.25,10.7,10.75,10.45,1988444,21018078,24-Nov-22,2384,INE04AK01028
SBCL,EQ,375,429.25,375,418.55,416.75,378.3,466376,193115061.7,24-Nov-22,25171,INE386D01027
SBICARD,EQ,796.5,809.2,795.85,799.05,799,793.95,680334,545182768.4,24-Nov-22,27776,INE018E01016
SBIETFCON,EQ,79.25,79.25,76.5,77.94,77.95,77.54,2372,184750.57,24-Nov-22,100,INF200KA1X17
SBIETFIT,EQ,307.92,307.92,301.99,306.7,306.89,304.14,16093,4893537.34,24-Nov-22,217,INF200KA1S14
SBIETFPB,EQ,216.36,216.47,215.54,215.55,215.55,215.47,1042,224967.04,24-Nov-22,28,INF200KA1S22
SBIETFQLTY,EQ,151.1,154,151.1,152.5,152.5,152.41,926,140737.52,24-Nov-22,37,INF200KA1WX6
SBILIFE,EQ,1232.7,1235.95,1219.65,1229.05,1232,1226.6,750489,922367705.5,24-Nov-22,31787,INE123W01016
SBIN,EQ,598.15,600.7,596.15,599.1,599,598.1,8048595,4817532263,24-Nov-22,126028,INE062A01020
SCAPDVR,EQ,16.05,16.75,16.05,16.25,16.25,16,2421495,40011712.3,24-Nov-22,2960,INE224E01036
SCHAEFFLER,EQ,3068,3126.5,3025.05,3051.75,3050,3059.4,176874,543566750.1,24-Nov-22,29103,INE513A01022
SCHAND,EQ,176,190.5,173.15,189.05,188.4,178,455898,84381786.1,24-Nov-22,11637,INE807K01035
SCHNEIDER,EQ,161.75,161.75,158.55,159.9,159.55,160.9,208301,33259209.6,24-Nov-22,4406,INE839M01018
SCI,EQ,129.75,132.95,129.75,131.15,131,129.5,987384,129598091.1,24-Nov-22,6568,INE109A01011
SCPL,EQ,689.95,694,650,656.05,660,672.4,33869,22820500.9,24-Nov-22,2266,INE501Y01019
SDBL,EQ,124,129,123.4,127.6,128.9,122.9,1305773,167690142.5,24-Nov-22,6630,INE480C01020
SDL24BEES,EQ,109.49,109.49,109.3,109.46,109.46,109.3,19,2078.73,24-Nov-22,9,INF204KB18W4
SDL26BEES,EQ,113.15,113.15,108.61,108.75,108.79,108.8,4191,455890.49,24-Nov-22,21,INF204KC1022
SEAMECLTD,EQ,1002.5,1002.95,944.05,946.45,945,956.2,8924,8540887.45,24-Nov-22,380,INE497B01018
SECL,SM,350.1,350.1,349.9,349.9,349.9,368.3,10000,3499500,24-Nov-22,8,INE00Y701018
SECURCRED,EQ,102,104.25,97,98,99,100.6,307258,31290500.8,24-Nov-22,4498,INE195Y01010
SECURKLOUD,EQ,59.75,62,58.9,59.95,60.45,58.95,33533,2032881.5,24-Nov-22,626,INE650K01021
SEJALLTD,BE,250.6,269,250.6,258.6,260,261.75,1365,354247.85,24-Nov-22,39,INE955I01044
SELAN,EQ,295.1,296,289.6,291.5,292.05,296.05,35962,10538877.1,24-Nov-22,1092,INE818A01017
SEPC,EQ,7.9,8.05,7.45,7.85,7.95,7.9,731239,5686013.55,24-Nov-22,649,INE964H01014
SEPOWER,EQ,17.7,18.2,17.35,18.2,18.2,17.35,17090,307035.3,24-Nov-22,119,INE735M01018
SEQUENT,EQ,91.85,93,91.25,92.1,91.85,91.35,524743,48287004.35,24-Nov-22,6850,INE807F01027
SERVOTECH,BE,143,150,136.7,138.3,138,143.85,20988,2906031.7,24-Nov-22,250,INE782X01017
SESHAPAPER,EQ,280,299.9,280,286.75,288.4,279.75,115647,33380962.7,24-Nov-22,5766,INE630A01024
SETCO,EQ,10.2,10.25,9.9,10.05,10.05,10.05,72027,725504.4,24-Nov-22,252,INE878E01021
SETF10GILT,EQ,204,205.1,204,204.89,204.85,204.73,14962,3065635.4,24-Nov-22,15,INF200KA1JT1
SETFGOLD,EQ,46.35,46.35,46.02,46.23,46.28,46.06,413540,19103059.89,24-Nov-22,1564,INF200KA16D8
SETFNIF50,EQ,188.24,188.54,187.29,188.36,188.5,187.33,96556,18153452.07,24-Nov-22,1179,INF200KA1FS1
SETFNIFBK,EQ,425.23,425.8,424.5,425.56,425.8,424.01,50532,21470907.81,24-Nov-22,418,INF200KA1580
SETFNN50,EQ,444.46,446,443.01,445.43,445.34,444.46,23358,10383330.46,24-Nov-22,496,INF200KA1598
SETUINFRA,BE,1.95,2,1.9,2,2,1.95,233744,458084.15,24-Nov-22,183,INE023M01027
SFL,EQ,2689.35,2689.35,2619,2634.5,2640,2675.95,3887,10270431.1,24-Nov-22,1869,INE916U01025
SGBAPR28I,GB,4920.1,4952,4915,4921.86,4915,4920,135,667283.2,24-Nov-22,19,IN0020200062
SGBAUG24,GB,5191.01,5192,5181.01,5191.01,5191.01,5212.45,149,773341.7,24-Nov-22,17,IN0020160027
SGBAUG27,GB,4999,5000,4966,4980,4980,5000,103,513453.75,24-Nov-22,11,IN0020190107
SGBAUG28V,GB,4988.65,4999.98,4981.2,4996.57,4996.85,4985.36,1033,5157357.45,24-Nov-22,93,IN0020200161
SGBAUG29V,GB,4959,4959,4930,4955.86,4958,4925.57,245,1213317.5,24-Nov-22,40,IN0020210129
SGBAUG30,GB,5011,5099,5011,5080.85,5082.8,5048.25,180,913039.62,24-Nov-22,58,IN0020220078
SGBD29VIII,GB,4926.2,4968,4926.2,4938,4938,4955,22,108701.46,24-Nov-22,8,IN0020210228
SGBDC27VII,GB,4999,4999,4912.5,4990,4990,4998.2,3,14901.5,24-Nov-22,3,IN0020190461
SGBDEC25,GB,5240,5240,5240,5240,5240,5275,7,36680,24-Nov-22,3,IN0020170125
SGBDEC2513,GB,5240,5240,5240,5240,5240,5250,12,62880,24-Nov-22,1,IN0020170158
SGBDEC25XI,GB,5250,5250,5250,5250,5250,5275,246,1291500,24-Nov-22,1,IN0020170133
SGBFEB24,GB,5259.99,5259.99,5171.01,5181.01,5181.01,5181.11,33,170870.19,24-Nov-22,6,IN0020150101
SGBFEB27,GB,4901,4901,4901,4901,4901,4950,2,9802,24-Nov-22,1,IN0020180561
SGBFEB29XI,GB,4930,5000,4930,5000,5000,4935.37,30,148258.95,24-Nov-22,13,IN0020200393
SGBJ28VIII,GB,4942,4944,4910,4944,4944,4905,66,325682.82,24-Nov-22,9,IN0020190537
SGBJAN26,GB,5175,5213,5175,5213,5213,5256.31,46,238272.11,24-Nov-22,6,IN0020170166
SGBJAN27,GB,4998.7,5000,4998.7,5000,5000,4950,14,69996.27,24-Nov-22,5,IN0020180462
SGBJAN29IX,GB,4882,4945,4882,4931.91,4938,4931.37,364,1793830.1,24-Nov-22,31,IN0020200377
SGBJAN29X,GB,4945,4958,4915.01,4931.83,4915.01,4936.7,171,845454.21,24-Nov-22,27,IN0020200385
SGBJAN30IX,GB,4901.11,4949.9,4901.11,4928.06,4925.65,4950.36,152,748313.45,24-Nov-22,35,IN0020210236
SGBJU29III,GB,4930.3,4943,4928,4934.86,4934,4937.61,269,1326959.3,24-Nov-22,32,IN0020210087
SGBJUL25,GB,5200,5250,5200,5230,5230,5200.01,4,20880,24-Nov-22,3,IN0020170034
SGBJUL28IV,GB,4933.93,4940,4925,4925.25,4935,4933.93,350,1724885.95,24-Nov-22,49,IN0020200146
SGBJUL29IV,GB,4920,4940,4915,4926.4,4915,4919.61,587,2890368.97,24-Nov-22,42,IN0020210111
SGBJUN27,GB,4960,4997,4960,4975.75,4997,4950,115,571975.97,24-Nov-22,9,IN0020190073
SGBJUN28,GB,4936,4944,4936,4938.5,4939,4943.22,559,2760484.5,24-Nov-22,19,IN0020200104
SGBJUN29II,GB,4940,4959.99,4940,4943.51,4944,4945.7,282,1394320.8,24-Nov-22,51,IN0020210061
SGBJUN30,GB,5000.55,5000.55,4955,4991.33,4990.11,5000.51,208,1038661.63,24-Nov-22,38,IN0020220045
SGBMAR24,GB,5175,5175,5175,5175,5175,5196,11,56925,24-Nov-22,2,IN0020150119
SGBMAR25,GB,5125.03,5141.03,5125.03,5141.03,5141.03,5135,56,287577.68,24-Nov-22,5,IN0020160126
SGBMAR28X,GB,4871,4915,4871,4915,4915,4913,1023,5014661.75,24-Nov-22,36,IN0020190552
SGBMAR30X,GB,4950,4975,4940,4951,4951,4931.52,52,257969.55,24-Nov-22,15,IN0020210319
SGBMAY25,GB,5100.03,5101.03,5100.03,5101.03,5101.03,5071,12,61201.36,24-Nov-22,3,IN0020170018
SGBMAY26,GB,5150,5260,5150,5246.2,5260,5050.01,368,1921602,24-Nov-22,26,IN0020180033
SGBMAY28,GB,4918,4925,4902,4902,4902,4919.82,944,4631237.23,24-Nov-22,37,IN0020200088
SGBMAY29I,GB,4950,4954.8,4933.1,4946.3,4946,4954.83,625,3091079.99,24-Nov-22,51,IN0020210053
SGBMR29XII,GB,4905,4920,4905,4908.4,4905,4905.55,205,1007048.78,24-Nov-22,27,IN0020200427
SGBN28VIII,GB,4970,4980,4925,4977.96,4980,4941,141,700733.12,24-Nov-22,25,IN0020200286
SGBNOV23,GB,5250,5250,5250,5250,5250,5250,44,231000,24-Nov-22,5,IN0020150085
SGBNOV24,GB,5174,5174,5174,5174,5174,5175,11,56914,24-Nov-22,4,IN0020160076
SGBNOV25,GB,5020,5140,5010.05,5062.5,5050,5025.01,98,492585.05,24-Nov-22,21,IN0020170091
SGBNOV26,GB,4975,5019,4975,5019,5019,4995,33,164410.03,24-Nov-22,5,IN0020180314
SGBNV29VII,GB,4912.05,4925,4910,4915.32,4924,4911.67,177,870217.45,24-Nov-22,31,IN0020210178
SGBOC28VII,GB,4925,4949,4924.99,4925,4925,4930.85,42,207017.9,24-Nov-22,9,IN0020200203
SGBOCT25,GB,5151.01,5151.01,5151.01,5151.01,5151.01,5095,20,103020.2,24-Nov-22,1,IN0020170059
SGBOCT25IV,GB,5171,5171,5130.07,5130.07,5130.07,5100,156,800353.24,24-Nov-22,10,IN0020170067
SGBOCT26,GB,4930.01,5007.01,4930,5007.01,5007.01,5014.56,351,1742058.1,24-Nov-22,5,IN0020180249
SGBOCT27,GB,4925,4925,4925,4925,4925,4925,1,4925,24-Nov-22,1,IN0020190370
SGBOCT27VI,GB,4925.01,4925.01,4920,4920,4920,4947.99,20,98485.07,24-Nov-22,3,IN0020190388
SGBSEP24,GB,5240,5240,5121,5200,5200,5131.02,44,227408,24-Nov-22,10,IN0020160043
SGBSEP27,GB,4923,4923,4923,4923,4923,4999.99,1,4923,24-Nov-22,1,IN0020190115
SGBSEP28VI,GB,4968,4968,4920.1,4939.01,4945,4940,316,1560732.71,24-Nov-22,55,IN0020200195
SGBSEP29VI,GB,4948,4948,4900.05,4902.83,4910,4910.31,183,898928.99,24-Nov-22,43,IN0020210145
SGIL,EQ,140.35,140.9,135.1,137.75,138,137.6,2005,276627.1,24-Nov-22,97,INE00QT01015
SGL,EQ,20.25,20.25,19.7,19.95,19.75,20.15,10852,216220.4,24-Nov-22,101,INE353H01010
SHAHALLOYS,EQ,61.5,61.5,56.65,57.15,56.75,59.4,28849,1660402.05,24-Nov-22,326,INE640C01011
SHAILY,EQ,1644.1,1800,1597.65,1699.15,1770,1631.75,2905,4756594.25,24-Nov-22,615,INE151G01010
SHAKTIPUMP,EQ,400.9,405,393,395.75,395.8,399.85,89538,35782081.8,24-Nov-22,4218,INE908D01010
SHALBY,EQ,144.45,145.8,142.05,143,143.1,143.7,51707,7450327.1,24-Nov-22,2092,INE597J01018
SHALPAINTS,EQ,151.65,154.15,150.1,150.95,152.7,152.95,50216,7625881.85,24-Nov-22,3480,INE849C01026
SHANKARA,EQ,693,696.5,685,689.7,686.1,693,28263,19475357.3,24-Nov-22,3901,INE274V01019
SHANTI,EQ,20.3,21.3,18.6,20.5,20.65,20.65,15925,319271.3,24-Nov-22,74,INE933X01016
SHANTIGEAR,EQ,396.9,399,393.05,394.75,394.3,393.15,169719,67338489.05,24-Nov-22,6601,INE631A01022
SHARDACROP,EQ,386,390.75,382,383.15,383.35,388.25,42065,16207664.55,24-Nov-22,3117,INE221J01015
SHARDAMOTR,EQ,794,800.05,787.9,793.75,799.95,795.75,8445,6695235,24-Nov-22,1128,INE597I01028
SHAREINDIA,EQ,1280,1282,1250.85,1254.4,1250.85,1267.75,42624,53925767.95,24-Nov-22,2741,INE932X01018
SHARIABEES,EQ,418.01,422.1,417.97,421.83,422.1,418.42,867,363776.63,24-Nov-22,47,INF732E01128
SHEMAROO,BE,147.8,147.8,143,143.05,143,145.25,10875,1561950,24-Nov-22,161,INE363M01019
SHIGAN,SM,83.55,83.55,83.55,83.55,83.55,77.65,3000,250650,24-Nov-22,1,INE03KJ01013
SHILPAMED,EQ,285.7,287.45,275,277,276.45,284.5,104640,29465529.65,24-Nov-22,3309,INE790G01031
SHIVALIK,EQ,764.65,788.9,759.7,766.2,762,770.05,3762,2886563.1,24-Nov-22,482,INE788J01021
SHIVAMAUTO,EQ,32.7,33,32.15,32.6,32.5,32.7,29076,952800.1,24-Nov-22,231,INE637H01024
SHIVAMILLS,EQ,100,103.9,100,102.9,103.8,101.05,6155,627922.3,24-Nov-22,316,INE644Y01017
SHIVATEX,EQ,135,136.95,134,135.05,136.45,134.6,3346,452787.6,24-Nov-22,228,INE705C01020
SHK,EQ,135.8,136.45,134.45,135.6,136.35,135.8,44799,6066779.35,24-Nov-22,1748,INE500L01026
SHOPERSTOP,EQ,652.6,679.95,640.05,670.15,670.05,652.85,117437,78665970.55,24-Nov-22,8074,INE498B01024
SHRADHA,BE,65.95,68.75,62.4,63.1,63.1,65.5,1050,69412.35,24-Nov-22,16,INE715Y01015
SHREDIGCEM,EQ,65.7,66.2,65.1,65.25,65.35,65.7,86304,5661062.15,24-Nov-22,1464,INE232A01011
SHREECEM,EQ,23223.5,23387.95,23152,23264.65,23210,23223.5,26184,608805715.3,24-Nov-22,8351,INE070A01015
SHREEPUSHK,EQ,196.9,198,190,191.85,191,195.55,57848,11193646.65,24-Nov-22,2790,INE712K01011
SHREERAMA,BE,13.7,13.8,13.25,13.6,13.6,13.45,17008,228151.8,24-Nov-22,77,INE879A01019
SHRENIK,EQ,1.9,1.9,1.85,1.85,1.9,1.9,679128,1262802.95,24-Nov-22,536,INE632X01030
SHREYANIND,EQ,165.65,169.8,161.95,165.65,166.45,163.8,48133,7941370,24-Nov-22,1973,INE231C01019
SHREYAS,EQ,309.85,312.35,305.3,307.05,307.5,306.3,29633,9141160.05,24-Nov-22,1583,INE757B01015
SHRIPISTON,BE,901.25,978,901.25,915.35,911.5,941.95,2710,2485843.25,24-Nov-22,104,INE526E01018
SHRIRAMCIT,EQ,1958.5,2034,1943.65,2022.95,2018.3,1950.9,134278,267832791.7,24-Nov-22,10223,INE722A01011
SHRIRAMPPS,EQ,70.8,71.35,70.1,70.85,71,70.5,146719,10374325.8,24-Nov-22,1937,INE217L01019
SHUBHLAXMI,SM,44.05,45.4,44,45.4,45.4,45.9,6000,266900,24-Nov-22,4,INE01Z401013
SHYAMCENT,EQ,22.25,22.35,21.75,21.8,21.85,22,254592,5607595.25,24-Nov-22,1151,INE979R01011
SHYAMMETL,EQ,301.4,301.85,296.05,297.05,297.25,301.4,39147,11665392.95,24-Nov-22,1449,INE810G01011
SHYAMTEL,BE,9.85,9.85,9.45,9.45,9.45,9.9,613,5836.35,24-Nov-22,7,INE635A01023
SIDDHIKA,SM,135,135.35,135,135.35,135.35,128.95,8000,1082100,24-Nov-22,4,INE0A1E01018
SIEMENS,EQ,2825.65,2838.3,2789.05,2803.5,2800,2811.55,345042,969180403.5,24-Nov-22,21578,INE003A01024
SIGACHI,EQ,273.85,277.8,272.8,273.3,274.75,273.45,47115,12961302.1,24-Nov-22,1771,INE0D0K01014
SIGIND,EQ,38.35,39.7,37.7,38.55,38.3,37.7,14340,552864.75,24-Nov-22,159,INE529F01035
SIGMA,SM,223.95,223.95,214,214.5,214.5,215.5,8250,1775587.5,24-Nov-22,3,INE0A0S01010
SIKKO,BE,117,117,108.7,110.55,110,114.4,46458,5137311.2,24-Nov-22,1197,INE112X01017
SIL,BE,26.1,27.2,25.5,27.2,27.2,25.95,109207,2894273.15,24-Nov-22,628,INE173A01025
SILGO,EQ,23.45,23.45,23,23.15,23.15,23.15,4483,104098.45,24-Nov-22,56,INE01II01013
SILINV,EQ,306.35,306.35,296,300.35,300.05,300.4,1194,357136.4,24-Nov-22,87,INE923A01015
SILLYMONKS,BE,30.3,30.35,27.95,29.9,29.65,29.4,11786,334470.4,24-Nov-22,78,INE203Y01012
SILVER,EQ,63.5,63.5,62.7,62.97,62.9,62.22,30442,1914385.54,24-Nov-22,333,INF209KB19F6
SILVERBEES,EQ,60.4,60.92,60.4,60.81,60.75,59.93,1202865,73057609.48,24-Nov-22,1841,INF204KC1402
SILVERTUC,BE,313.05,328,313.05,326,328,328.65,388,126927.1,24-Nov-22,10,INE625X01018
SIMBHALS,EQ,20.9,20.95,20.35,20.5,20.5,20.65,19430,400224.55,24-Nov-22,79,INE748T01016
SIMPLEXINF,EQ,54.9,55.55,54.2,54.65,54.9,55.15,12482,682137.6,24-Nov-22,130,INE059B01024
SINTERCOM,EQ,101,117.5,101,114.1,114.3,100.65,253985,27836920.8,24-Nov-22,2148,INE129Z01016
SIRCA,EQ,661.5,677.05,661.5,671.5,673,661.5,38574,25927918.1,24-Nov-22,3021,INE792Z01011
SIS,EQ,392.95,392.95,389.05,390,389.9,390.95,40974,16001433.9,24-Nov-22,2444,INE285J01028
SITINET,EQ,1.55,1.6,1.5,1.6,1.55,1.55,595825,931192.3,24-Nov-22,461,INE965H01011
SIYSIL,EQ,496.5,500.2,489,490.65,491.15,496.5,42893,21104204.85,24-Nov-22,4148,INE076B01028
SJS,EQ,455,460.6,452.55,452.65,452.55,455.55,22435,10187090.5,24-Nov-22,1644,INE284S01014
SJVN,EQ,37.2,37.75,36.4,36.7,36.45,36.95,4681636,174110197.1,24-Nov-22,11353,INE002L01015
SKFINDIA,EQ,5165,5175,5022.25,5048.95,5059,5123.9,34977,178240737.4,24-Nov-22,8057,INE640A01023
SKIPPER,EQ,88.55,91.65,85,85.45,85.05,85.05,2010397,177816486.2,24-Nov-22,18207,INE439E01022
SKMEGGPROD,BE,127,127,121,123.6,124,122.3,54395,6774951.15,24-Nov-22,382,INE411D01015
SKP,SM,264,264,238,248.1,248.5,243.1,49000,12267400,24-Nov-22,49,INE0KZA01016
SMARTLINK,EQ,142.2,154.9,142.2,150.3,150,144.15,61576,9318347.85,24-Nov-22,2407,INE178C01020
SMCGLOBAL,EQ,79.85,79.85,78.75,79.2,79.15,79.2,23302,1845357.95,24-Nov-22,190,INE103C01036
SMLISUZU,EQ,679.4,684.35,661.55,667.25,665.05,675.95,7791,5210014.25,24-Nov-22,824,INE294B01019
SMLT,EQ,137,137.6,131.3,133.85,133,136.55,56039,7537376.2,24-Nov-22,1451,INE017W01010
SMSLIFE,EQ,624,655,612.85,637.95,632.05,618.3,1143,719642.75,24-Nov-22,176,INE320X01016
SMSPHARMA,EQ,81,82.35,81,81.75,81.95,81.65,21424,1752165.7,24-Nov-22,417,INE812G01025
SNOWMAN,EQ,35.85,36.15,35.4,35.55,35.75,35.4,155808,5563701.25,24-Nov-22,1340,INE734N01019
SOBHA,EQ,623.3,625.15,610.75,614.75,614.1,623.1,76280,47106496.3,24-Nov-22,7732,INE671H01015
SOFTTECH,EQ,154.35,155.9,149.5,154,154,154.45,332,50811.5,24-Nov-22,21,INE728Z01015
SOLARA,EQ,450.05,469.4,448.2,465.7,464,449.4,164595,75472570.05,24-Nov-22,11945,INE624Z01016
SOLARINDS,EQ,3966.05,3966.05,3821,3851.25,3870,3946.35,64430,250141437.7,24-Nov-22,16497,INE343H01029
SOLEX,SM,296.95,296.95,296.95,296.95,296.95,282.85,16000,4751200,24-Nov-22,8,INE880Y01017
SOMANYCERA,EQ,520.85,527.3,510.6,512.8,513.85,518.25,18973,9762258.05,24-Nov-22,2939,INE355A01028
SOMATEX,EQ,7.95,7.95,7.4,7.75,7.8,7.75,2448,18938.25,24-Nov-22,37,INE314C01013
SOMICONVEY,BE,39,39,37,37.05,37.25,38,5864,219139.2,24-Nov-22,64,INE323J01019
SONACOMS,EQ,438.95,439.95,432.35,436.05,437,437.8,437919,191120076.3,24-Nov-22,20584,INE073K01018
SONAMCLOCK,EQ,42.55,42.95,40.1,40.15,40.15,41.7,9844,406271.85,24-Nov-22,344,INE00LM01011
SONATSOFTW,EQ,525.3,526.95,515.55,521.3,522.1,522.65,56431,29352470.15,24-Nov-22,5059,INE269A01021
SONUINFRA,SM,41.5,41.65,41,41,41,40.55,15000,621450,24-Nov-22,5,INE0JZA01018
SOTL,EQ,298,298,293.5,296.25,296,298.55,21298,6301672.6,24-Nov-22,1950,INE035D01020
SOUTHBANK,EQ,15,15.45,14.6,14.7,14.7,14.9,59808394,898132717.5,24-Nov-22,27931,INE683A01023
SOUTHWEST,EQ,131.7,132.1,129,129.1,129,129.75,93613,12180332.85,24-Nov-22,572,INE980Y01015
SPAL,EQ,375,393.5,372.95,388.35,390,380.55,28361,10934304.9,24-Nov-22,2258,INE212I01016
SPANDANA,BE,557,571,550,565.4,562.1,552.25,14073,7883366.7,24-Nov-22,579,INE572J01011
SPARC,EQ,245.5,247.5,241,243,242,246.2,212055,51687740.5,24-Nov-22,4445,INE232I01014
SPCENET,BE,25.7,26.1,24.15,24.5,24.5,24.95,133962,3380560.05,24-Nov-22,606,INE970N01027
SPECIALITY,EQ,192.05,193.15,188.6,189.8,190.85,191.5,44860,8539212.1,24-Nov-22,1857,INE247M01014
SPENCERS,EQ,69.95,69.95,68.1,68.5,69,69.05,75840,5215863.55,24-Nov-22,1102,INE020801028
SPENTEX,BZ,1.45,1.45,1.4,1.45,1.45,1.4,101586,147284.7,24-Nov-22,40,INE376C01020
SPIC,EQ,59.95,59.95,58.35,58.9,58.95,59.65,524511,30927077.4,24-Nov-22,2999,INE147A01011
SPICEJET,EQ,38.5,38.6,37.95,38.25,38.2,38.35,1128811,43250487.8,24-Nov-22,4230,INE285B01017
SPLIL,EQ,70.4,70.5,68.55,69.45,70.3,69.55,118312,8268390.6,24-Nov-22,1679,INE978G01016
SPLPETRO,EQ,756.1,760.4,742.4,749.5,749.7,752.3,24075,18108255.8,24-Nov-22,5264,INE663A01025
SPMLINFRA,EQ,27,27,26.35,27,27,25.75,44554,1202130.35,24-Nov-22,110,INE937A01023
SPORTKING,EQ,664.45,678.45,647.5,650.45,655,659.85,8044,5260085.9,24-Nov-22,1012,INE885H01011
SPTL,EQ,2.9,2.95,2.85,2.85,2.85,2.95,1812524,5177514.1,24-Nov-22,1425,INE501W01021
SREEL,EQ,214.8,227.95,211.9,222.25,222,212.3,50454,11126639.55,24-Nov-22,1664,INE099F01013
SREIBNPNCD,NT,170,170,170,170,0,174.9,30,5100,24-Nov-22,2,INE881J08623
SREIBNPNCD,NU,169.01,169.01,169.01,169.01,169.01,175,3,507.03,24-Nov-22,1,INE881J08631
SREIBNPNCD,NV,170,170,170,170,170,180,40,6800,24-Nov-22,2,INE881J08649
SREIBNPNCD,NW,170.01,170.01,170.01,170.01,170.01,170,23,3910.23,24-Nov-22,1,INE881J08656
SREIBNPNCD,YA,199.9,199.9,199.9,199.9,199.9,199.9,3,599.7,24-Nov-22,1,INE872A08DI6
SREIBNPNCD,YB,163.1,163.1,163.1,163.1,163.1,165.1,5,815.5,24-Nov-22,1,INE872A08DJ4
SREINFRA,BE,2.8,2.85,2.75,2.75,2.85,2.85,267939,752799.85,24-Nov-22,343,INE872A01014
SRF,EQ,2243,2295,2240.05,2288.8,2295,2246.35,471061,1068974578,24-Nov-22,44631,INE647A01010
SRHHYPOLTD,EQ,627,627,575.5,582.7,582.85,614.25,32742,19471962.35,24-Nov-22,2318,INE917H01012
SRPL,EQ,81,82.5,79,79.75,80,79.75,377606,30226321.8,24-Nov-22,1267,INE008Z01012
SRTRANSFIN,EQ,1304.95,1354.95,1291,1346.5,1347,1300.15,1970331,2593979259,24-Nov-22,55692,INE721A01013
SRTRANSFIN,YH,1014.31,1014.31,1014.31,1014.31,1014.31,1005,1,1014.31,24-Nov-22,1,INE721A07NT3
SRTRANSFIN,YI,1074.9,1074.9,1074.9,1074.9,1074.9,1072.5,1,1074.9,24-Nov-22,1,INE721A07NU1
SRTRANSFIN,YN,1476,1478,1471,1474,1474.01,1471,131,193065.39,24-Nov-22,8,INE721A07NZ0
SRTRANSFIN,YO,1005,1005,1005,1005,1005,1005,1,1005,24-Nov-22,1,INE721A07OB9
SRTRANSFIN,YR,1020,1020,1016.6,1016.84,1016.6,1015.21,144,146469,24-Nov-22,8,INE721A07OE3
SRTRANSFIN,YV,1030,1030,1012.5,1014.6,1012.5,1025,200,203690,24-Nov-22,5,INE721A07OM6
SRTRANSFIN,Z2,1480,1480,1480,1480,1480,1429,2,2960,24-Nov-22,1,INE721A07OS3
SRTRANSFIN,Z3,987.12,1006.95,987.12,1006.95,1006.95,1015.8,120,120630.1,24-Nov-22,5,INE721A07OY1
SRTRANSFIN,Z5,1050,1128,1050,1128,1128,1028,100,108900,24-Nov-22,2,INE721A07PA8
SRTRANSFIN,Z7,1023.5,1023.5,1023.5,1023.5,1023.5,1025,200,204700,24-Nov-22,1,INE721A07PC4
SRTRANSFIN,ZA,1342,1342,1342,1342,1342,1342,450,603900,24-Nov-22,3,INE721A07PF7
SRTRANSFIN,ZE,1024,1024,1024,1024,1024,1006.78,1,1024,24-Nov-22,1,INE721A07PJ9
SRTRANSFIN,ZI,1082.8,1082.8,1082.8,1082.8,1082.8,1082.8,150,162420,24-Nov-22,2,INE721A07PN1
SRTRANSFIN,ZJ,1217.76,1217.76,1217.76,1217.76,1217.76,1014.8,20,24355.2,24-Nov-22,1,INE721A07PO9
SSINFRA,ST,7.7,7.9,7.3,7.5,7.3,7.6,21000,159900,24-Nov-22,4,INE182Z01015
SSWL,EQ,159.4,167.9,156,166.25,165.85,158.05,449483,73631457.75,24-Nov-22,7134,INE802C01033
STAR,EQ,327.45,327.8,320.55,325.75,325.1,328.9,332087,107900625.1,24-Nov-22,12093,INE939A01011
STARCEMENT,EQ,103.35,104.25,102,102.6,103.6,102.8,56627,5831772.9,24-Nov-22,1318,INE460H01021
STARHEALTH,EQ,626.95,626.95,613,617.35,616.3,619.7,141632,87533537,24-Nov-22,5751,INE575P01011
STARPAPER,EQ,195.05,197.65,191.1,192.3,191.75,196.15,90333,17459479.05,24-Nov-22,4010,INE733A01018
STARTECK,EQ,137.05,137.1,131,131.15,131,134.8,2843,377098.65,24-Nov-22,433,INE992I01013
STCINDIA,EQ,83.55,84.65,83.3,83.65,83.4,83.55,21153,1774205.7,24-Nov-22,511,INE655A01013
STEELCAS,EQ,448.2,454,442.55,452,449.1,448.05,2693,1212285.7,24-Nov-22,370,INE124E01020
STEELCITY,EQ,58.35,58.35,57.25,57.5,57.5,58.2,3381,195169.3,24-Nov-22,91,INE395H01011
STEELXIND,EQ,11.8,11.9,11.45,11.75,11.8,11.7,860583,10046491.9,24-Nov-22,913,INE503B01021
STEL,EQ,134,134.7,132.05,132.5,132.4,134.2,3539,470568,24-Nov-22,139,INE577L01016
STERTOOLS,EQ,254,254,246.3,248.3,246.8,251.1,9697,2421280.9,24-Nov-22,476,INE334A01023
